basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2019.01,1235,Y1e,Kisenosato,Tagonoura,Ibaraki,1986-07-03,188,177,Y2e,0,5
2019.01,1123,Y1w,Hakuho,Miyagino,Mongolia,1985-03-11,193,150.7,Y1e,0,0
2019.01,1219,Y2e,Kakuryu,Izutsu,Mongolia,1985-08-10,186,150,Y1w,0,0
2019.01,6480,O1e,Takayasu,Tagonoura,Ibaraki,1990-02-28,187,163,O1w,12,3
2019.01,6468,O1w,Goeido,Sakaigawa,Osaka,1986-04-06,183,158.2,O1e,8,4
2019.01,6599,O2w,Tochinoshin,Kasugano,Georgia,1987-10-13,192,162,O2w,8,7
2019.01,12191,S1e,Takakeisho,Chiganoura,Hyogo,1996-08-05,173,149,K1e,13,2
2019.01,5944,S1w,Tamawashi,Kataonami,Mongolia,1984-11-16,190,161,M2w,9,6
2019.01,11784,K1e,Myogiryu,Sakaigawa,Hyogo,1986-10-22,187,148,M1e,8,7
2019.01,12210,K1w,Mitakeumi,Dewanoumi,Nagano,1992-12-25,179,149,S1e,7,8
2019.01,6473,M1e,Tochiozan,Kasugano,Kochi,1987-03-09,189,154,M2e,8,7
2019.01,12107,M1w,Ichinojo,Minato,Mongolia,1993-04-07,190,183,S1w,6,9
2019.01,6596,M2e,Nishikigi,Isenoumi,Iwate,1990-08-25,184.5,149.5,M3e,8,7
2019.01,12239,M2w,Hokutofuji,Hakkaku,Saitama,1992-07-15,182,158,M1w,7,8
2019.01,12130,M3e,Shodai,Tokitsukaze,Kumamoto,1991-11-05,182,150,M4e,8,7
2019.01,6614,M3w,Shohozan,Nishonoseki,Fukuoka,1984-02-09,177,134.5,M7w,10,5
2019.01,1226,M4e,Kotoshogiku,Sadogatake,Fukuoka,1984-01-30,180,177,M9e,10,5
2019.01,6463,M4w,Okinoumi,Hakkaku,Shimane,1985-07-29,190,154,M11w,11,4
2019.01,11786,M5e,Aoiyama,Kasugano,Bulgaria,1986-06-19,192,192.6,M12e,11,4
2019.01,5967,M5w,Yoshikaze,Oguruma,Oita,1982-03-19,175,140.3,M4w,7,8
2019.01,11934,M6e,Chiyotairyu,Kokonoe,Tokyo,1988-11-14,182,166.8,M5e,7,8
2019.01,12043,M6w,Onosho,Onomatsu,Aomori,1996-07-04,176,148.5,M13e,11,4
2019.01,6594,M7e,Ryuden,Takadagawa,Yamanashi,1990-11-10,192,145,M3w,6,9
2019.01,11985,M7w,Daieisho,Oitekaze,Saitama,1993-11-10,179,135.7,M9w,9,6
2019.01,6753,M8e,Kaisei,Tomozuna,Brazil,1986-12-18,195,187.8,K1w,3,9
2019.01,12291,M8w,Asanoyama,Takasago,Toyama,1994-03-01,189,158,M5w,6,9
2019.01,11724,M9e,Takanoiwa,Chiganoura,Mongolia,1990-02-26,181,145.5,M6e,6,9
2019.01,12055,M9w,Endo,Oitekaze,Ishikawa,1990-10-19,183,145.6,M12w,9,6
2019.01,11728,M10e,Takarafuji,Isegahama,Aomori,1987-02-18,186,161.1,M8w,7,8
2019.01,12094,M10w,Abi,Shikoroyama,Saitama,1994-05-04,185,121,M7e,6,9
2019.01,2879,M11e,Sadanoumi,Sakaigawa,Kumamoto,1987-05-11,184,131.2,M10e,7,8
2019.01,6491,M11w,Ikioi,Isenoumi,Osaka,1986-10-11,194,157,M8e,6,9
2019.01,11845,M12e,Kagayaki,Takadagawa,Ishikawa,1994-06-01,193,144.3,M6w,5,10
2019.01,11946,M12w,Meisei,Tatsunami,Kagoshima,1995-07-24,180,120,M15w,9,6
2019.01,12425,M13e,Yago,Oguruma,Hokkaido,1994-07-08,187,172,J1e,10,5
2019.01,9079,M13w,Kotoyuki,Sadogatake,Kagawa,1991-04-02,176,162.4,J3e,10,5
2019.01,12292,M14e,Yutakayama,Tokitsukaze,Niigata,1993-09-22,185,171,M10w,5,10
2019.01,11785,M14w,Chiyoshoma,Kokonoe,Mongolia,1991-07-20,183,118.2,M14e,7,8
2019.01,6642,M15e,Chiyonokuni,Kokonoe,Mie,1990-07-10,184,143.8,M11e,5,10
2019.01,7153,M15w,Kotoeko,Sadogatake,Miyazaki,1991-11-20,175.5,111.6,J1w,8,7
2019.01,12273,M16e,Daiamami,Oitekaze,Kagoshima,1992-12-15,185,167,M15e,7,8
2019.01,12144,M16w,Daishomaru,Oitekaze,Osaka,1991-07-10,175,153,M14w,6,9
2019.01,11868,J1e,Terutsuyoshi,Isegahama,Hyogo,1995-01-17,169,112,J5w,10,5
2019.01,12040,J1w,Daishoho,Oitekaze,Mongolia,1994-08-28,182,140,J2e,8,7
2019.01,12077,J2e,Takagenji,Chiganoura,Tochigi,1997-05-13,186,126.2,J4e,8,7
2019.01,11855,J2w,Takanosho,Chiganoura,Chiba,1994-11-14,181.5,128.5,M13w,4,11
2019.01,89,J3e,Aminishiki,Isegahama,Aomori,1978-10-03,186,152,J2w,7,8
2019.01,12051,J3w,Ishiura,Miyagino,Tottori,1990-01-10,173,103.6,J5e,8,7
2019.01,12427,J4e,Tomokaze,Oguruma,Kanagawa,1994-12-02,183,168,J14w,12,3
2019.01,11726,J4w,Tokushoryu,Kise,Nara,1986-08-22,182,170.6,J3w,7,8
2019.01,12370,J5e,Wakatakakage,Arashio,Fukushima,1994-12-06,180,115,J6w,8,7
2019.01,1227,J5w,Toyonoshima,Tokitsukaze,Kochi,1983-06-29,169,149.4,J13e,11,4
2019.01,11943,J6e,Hakuyozan,Takadagawa,Yamagata,1995-04-13,185,145.8,J7w,8,7
2019.01,7240,J6w,Chiyomaru,Kokonoe,Kagoshima,1991-04-17,178,176.3,M16w,4,11
2019.01,11723,J7e,Azumaryu,Tamanoi,Mongolia,1987-05-12,192,147.2,J10e,9,6
2019.01,8900,J7w,Akiseyama,Kise,Aichi,1985-07-18,183,172.6,J6e,7,8
2019.01,12412,J8e,Enho,Miyagino,Ishikawa,1994-10-18,169,95,J10w,9,6
2019.01,12026,J8w,Hidenoumi,Kise,Tokyo,1989-06-11,184,156.2,J4w,6,9
2019.01,8899,J9e,Kyokutaisei,Tomozuna,Hokkaido,1989-10-18,184,128.2,J7e,7,8
2019.01,12406,J9w,Mitoryu,Nishikido,Mongolia,1994-04-25,187,182,J12e,9,6
2019.01,2832,J10e,Arawashi,Minezaki,Mongolia,1986-08-21,184,122,M16e,1,12
2019.01,12203,J10w,Tobizaru,Oitekaze,Tokyo,1992-04-24,174,110,J11w,8,7
2019.01,12024,J11e,Shimanoumi,Kise,Mie,1989-07-11,178,160.8,J14e,9,6
2019.01,12113,J11w,Tsurugisho,Oitekaze,Tokyo,1991-07-27,184,154,J8w,6,9
2019.01,1284,J12e,Takekaze,Oguruma,Akita,1979-06-21,170,144,J9e,6,9
2019.01,4980,J12w,Sokokurai,Arashio,China,1984-01-09,185,131.6,Ms5e,7,0
2019.01,7239,J13e,Kyokushuho,Tomozuna,Mongolia,1988-08-09,191,149.6,J8e,5,10
2019.01,11971,J13w,Jokoryu,Kise,Tokyo,1988-08-07,187,162.4,J12w,7,8
2019.01,6572,J14e,Gagamaru,Kise,Georgia,1987-02-23,185,202.6,Ms1e,5,2
2019.01,12255,J14w,Chiyonoumi,Kokonoe,Kochi,1993-01-11,182,128,J11e,6,9
2019.01,11972,Ms1e,Daiseido,Kise,Aomori,1992-12-30,179.5,150,Ms1w,4,3
2019.01,12231,Ms1w,Kiribayama,Michinoku,Mongolia,1996-04-24,184,94,Ms12w,6,1
2019.01,11949,Ms2e,Kotodaigo,Sadogatake,Oita,1993-01-14,189,117,Ms7w,5,2
2019.01,12367,Ms2w,Ryuko,Onoe,Kumamoto,1998-06-23,180,126,Ms14e,6,1
2019.01,12076,Ms3e,Takanofuji,Chiganoura,Tochigi,1997-05-13,183,120,Ms10e,5,2
2019.01,11980,Ms3w,Wakamotoharu,Arashio,Fukushima,1993-10-05,185,127.2,Ms7e,4,3
2019.01,12015,Ms4e,Gokushindo,Nishikido,Hyogo,1996-06-06,179,133,J13w,4,11
2019.01,11918,Ms4w,Akua,Tatsunami,Ibaraki,1990-11-06,181,162.6,Ms8e,4,3
2019.01,11840,Ms5e,Chiyonoo,Kokonoe,Kagoshima,1991-05-29,178,149.6,J9w,2,13
2019.01,6467,Ms5w,Toyohibiki,Sakaigawa,Yamaguchi,1984-11-16,185,185.2,Ms2e,3,4
2019.01,6559,Ms6e,Seiro,Shikoroyama,Mongolia,1988-08-18,185,131.2,Ms8w,4,3
2019.01,7111,Ms6w,Irodori,Shikoroyama,Saitama,1992-03-10,179,131.2,Ms2w,3,4
2019.01,12075,Ms7e,Kaisho,Asakayama,Aichi,1995-01-28,177,120,Ms13w,5,2
2019.01,6034,Ms7w,Sagatsukasa,Irumagawa,Shizuoka,1981-12-21,166,134.4,Ms3w,3,4
2019.01,12141,Ms8e,Shiba,Kise,Tokyo,1991-12-24,176,159,Ms4e,3,4
2019.01,11809,Ms8w,Kotokuzan,Arashio,Kanagawa,1994-03-11,178,133.2,Ms11e,4,3
2019.01,12320,Ms9e,Churanoumi,Kise,Okinawa,1993-05-06,176,126,Ms5w,3,4
2019.01,9067,Ms9w,Akinohana,Takadagawa,Hiroshima,1992-11-30,180,141.3,Ms12e,4,3
2019.01,2851,Ms10e,Fujiazuma,Tamanoi,Tokyo,1987-04-19,182,183.6,Ms28w,6,1
2019.01,12342,Ms10w,Tsushimanada,Sakaigawa,Nagasaki,1993-06-27,184,104,Ms18e,5,2
2019.01,6607,Ms11e,Gochozan,Minezaki,Mongolia,1987-08-26,175,112.2,Ms18w,5,2
2019.01,2892,Ms11w,Ryusei,Kagamiyama,Tokyo,1986-07-17,181,120,Ms16e,4,3
2019.01,2929,Ms12e,Kagamio,Kagamiyama,Mongolia,1988-02-09,182,136,Ms4w,2,5
2019.01,6928,Ms12w,Chiyootori,Kokonoe,Kagoshima,1992-10-11,179,178.5,Ms21e,5,2
2019.01,11730,Ms13e,Nogami,Oguruma,Aomori,1990-08-15,176,125,Ms17e,4,3
2019.01,12351,Ms13w,Nishikifuji,Isegahama,Aomori,1996-07-22,180,134,Ms24w,5,2
2019.01,12270,Ms14e,Kotokamatani,Sadogatake,Chiba,1997-11-19,186,147,Ms9e,3,4
2019.01,8901,Ms14w,Kiseoka,Kise,Kagoshima,1985-09-25,170.2,168.7,Ms25e,5,2
2019.01,12117,Ms15e,Bushozan,Fujishima,Ibaraki,1995-12-06,170,160,Ms19e,4,3
2019.01,9077,Ms15w,Kizenryu,Kise,Kagawa,1985-04-30,194,149.3,Ms10w,3,4
2019.01,6013,Ms16e,Dewahayate,Dewanoumi,Aichi,1989-01-31,177,122.6,Ms22w,4,3
2019.01,9123,Ms16w,Tomisakae,Isegahama,Hyogo,1992-04-11,168,110,Ms6e,2,5
2019.01,9097,Ms17e,Kansei,Sakaigawa,Nagasaki,1989-08-25,183,173.7,Ms23w,4,3
2019.01,7121,Ms17w,Tokushinho,Kise,Mie,1984-05-13,194,214.1,Ms6w,2,5
2019.01,7156,Ms18e,Hokaho,Miyagino,Saitama,1989-06-21,185,137.3,Ms31e,5,2
2019.01,6437,Ms18w,Mugendai,Fujishima,Oita,1989-01-21,178,114.7,Ms25w,4,3
2019.01,12285,Ms19e,Tamaki,Takasago,Mie,1993-05-29,180,135,Ms3e,2,6
2019.01,12362,Ms19w,Ichiyamamoto,Nishonoseki,Hokkaido,1993-10-01,186,126,Ms26w,4,3
2019.01,12140,Ms20e,Takaryu,Kise,Ishikawa,1992-03-18,180,202,Ms48e,6,1
2019.01,12470,Ms20w,Kizakiumi,Kise,Okinawa,1995-05-05,174,146,Ms34e,5,2
2019.01,11936,Ms21e,Hamayutaka,Tokitsukaze,Kanagawa,1995-11-17,181.5,126.5,Ms27w,4,3
2019.01,12451,Ms21w,Hoshoryu,Tatsunami,Mongolia,1999-05-22,185,107,Ms49e,6,1
2019.01,6506,Ms22e,Kairyu,Dewanoumi,Wakayama,1990-03-01,178,133.5,Ms35w,5,2
2019.01,8154,Ms22w,Higonojo,Kise,Kumamoto,1984-11-05,180,135.1,Ms14w,3,4
2019.01,12114,Ms23e,Takakento,Chiganoura,Kumamoto,1996-02-10,177,135,Ms36e,5,2
2019.01,12226,Ms23w,Ura,Kise,Osaka,1992-06-22,172,113,Sd33e,7,0
2019.01,11736,Ms24e,Chiyosakae,Kokonoe,Kyoto,1990-07-12,178,140.7,Ms29w,4,3
2019.01,12068,Ms24w,Koba,Kise,Saga,1991-03-12,171,152.5,Ms37e,5,2
2019.01,1241,Ms25e,Kitaharima,Yamahibiki,Hyogo,1986-07-28,182,121,Ms30w,4,3
2019.01,12013,Ms25w,Nakazono,Nishonoseki,Kagoshima,1996-05-18,174,132.7,Ms16w,3,4
2019.01,7130,Ms26e,Kainoryu,Tomozuna,Kagawa,1991-09-03,179,117.5,Ms57w,6,1
2019.01,12352,Ms26w,Midorifuji,Isegahama,Shizuoka,1996-08-30,168,91,Ms32w,4,3
2019.01,2909,Ms27e,Sakigake,Shibatayama,Mongolia,1986-04-05,180,155.3,Ms41e,5,2
2019.01,11755,Ms27w,Tsurubayashi,Kise,Kumamoto,1993-12-31,178,136.3,Ms17w,3,4
2019.01,11743,Ms28e,Asakoki,Takasago,Hyogo,1990-12-19,186,116,Ms11w,2,5
2019.01,12162,Ms28w,Shonannoumi,Takadagawa,Kanagawa,1998-04-08,192,143,Ms33e,4,3
2019.01,6770,Ms29e,Tenkaiho,Onoe,Kumamoto,1984-10-14,184,189,Ms19w,3,4
2019.01,12296,Ms29w,Ikegawa,Hakkaku,Osaka,1993-06-02,192,162,Ms20w,3,4
2019.01,6531,Ms30e,Asahisho,Tomozuna,Chiba,1989-07-21,174,144.6,Ms45e,5,2
2019.01,6612,Ms30w,Aozora,Kasugano,Osaka,1983-08-26,180.5,127.5,Ms38w,4,3
2019.01,9066,Ms31e,Akinoyama,Takadagawa,Hiroshima,1992-11-30,177,192.8,Ms21w,3,4
2019.01,12105,Ms31w,Oki,Shikoroyama,Niigata,1996-06-12,182,153,Sd5w,6,1
2019.01,11764,Ms32e,Horyuyama,Tamanoi,Ishikawa,1986-08-24,185,167,Ms15e,2,5
2019.01,12029,Ms32w,Kaito,Asakayama,Niigata,1996-06-19,178,133.1,Ms15w,2,5
2019.01,12189,Ms33e,Shohoryu,Tokitsukaze,Akita,1996-10-12,170,112,Sd7e,6,1
2019.01,11976,Ms33w,Kyokusoten,Nakagawa,Mongolia,1993-03-06,188,100.3,Ms40e,4,3
2019.01,8903,Ms34e,Keitenkai,Onomatsu,Kagoshima,1990-03-10,175,116,Ms24e,3,4
2019.01,11950,Ms34w,Irie,Tamanoi,Fukuoka,1988-07-15,179,181.1,Ms50e,5,2
2019.01,12379,Ms35e,Tanabe,Kise,Gifu,1994-05-12,190,125,Ms43e,4,3
2019.01,7164,Ms35w,Kototsubasa,Sadogatake,Aichi,1992-02-23,174,105,Ms43w,4,3
2019.01,8904,Ms36e,Homarefuji,Isegahama,Aomori,1985-05-06,180,163.7,Ms13e,1,6
2019.01,12098,Ms36w,Musashikuni,Musashigawa,U.S.A.,1994-12-17,187,145,Ms53w,5,1
2019.01,7109,Ms37e,Chiyoarashi,Kokonoe,Chiba,1991-07-12,171,145,Ms26e,3,4
2019.01,12132,Ms37w,Tochiseiryu,Kasugano,Gifu,1995-04-26,173,121,Ms20e,2,5
2019.01,11975,Ms38e,Wakayama,Onomatsu,Chiba,1992-04-26,174,150.8,Ms46e,4,3
2019.01,6595,Ms38w,Okinofuji,Hakkaku,Shimane,1988-01-26,181,160.5,Ms27e,3,4
2019.01,12448,Ms39e,Tsukahara,Kasugano,Saitama,1999-10-12,190,141,Ms57e,5,2
2019.01,12192,Ms39w,Ohata,Tokitsukaze,Miyagi,1996-10-24,186,138,Ms47w,4,3
2019.01,11814,Ms40e,Wakatakamoto,Arashio,Fukushima,1991-12-29,182,101.2,Ms22e,2,5
2019.01,12309,Ms40w,Asahiryu,Asahiyama,Mongolia,1995-04-22,182,124,Ms23e,2,5
2019.01,6002,Ms41e,Ryuseio,Shibatayama,Kumamoto,1986-02-14,187,146.7,Sd1e,5,2
2019.01,6475,Ms41w,Masutoo,Chiganoura,Hungary,1986-01-23,187,168.2,Ms32e,3,4
2019.01,12083,Ms42e,Hokutokawa,Hakkaku,Hokkaido,1994-08-15,170,115.6,Ms33w,3,4
2019.01,12009,Ms42w,Sadanohana,Sakaigawa,Tokyo,1996-12-15,181,111.7,Ms51e,4,3
2019.01,11731,Ms43e,Obamaumi,Sakaigawa,Nagasaki,1990-08-10,177.5,129.4,Ms51w,4,3
2019.01,11759,Ms43w,Kotodairyu,Sadogatake,Fukuoka,1993-08-15,175,113.4,Sd4e,5,2
2019.01,6600,Ms44e,Tochihiryu,Kasugano,Shizuoka,1987-04-23,178,153.5,Ms35e,3,4
2019.01,6611,Ms44w,Hisanotora,Dewanoumi,Wakayama,1989-02-28,177,153.3,Ms36w,3,4
2019.01,6583,Ms45e,Daishoiwa,Oitekaze,Saitama,1990-10-29,181,134.4,Ms54e,4,3
2019.01,12373,Ms45w,Tochikodai,Kasugano,Shizuoka,1999-01-09,177,119,Ms37w,3,4
2019.01,5986,Ms46e,Genkaiho,Otake,Fukuoka,1988-04-15,175,142,Sd8w,5,2
2019.01,12131,Ms46w,Tamakongo,Kataonami,Ibaraki,1995-09-19,187,136,Ms55e,4,3
2019.01,7177,Ms47e,Ayanoumi,Yamahibiki,Saitama,1992-03-23,172,111,Ms30e,2,5
2019.01,2882,Ms47w,Nankairiki,Kise,Kochi,1987-10-16,176,136.4,Ms39e,3,4
2019.01,11984,Ms48e,Tennozan,Onomatsu,Osaka,1993-08-21,180,111,Ms56e,4,3
2019.01,12449,Ms48w,Kototebakari,Sadogatake,Chiba,1999-08-26,188,144,Sd10e,5,2
2019.01,6565,Ms49e,Daishoryu,Oitekaze,Osaka,1989-12-29,172,143.4,Ms31w,2,5
2019.01,2916,Ms49w,Kotokino,Sadogatake,Fukuoka,1987-06-04,187,182,Ms58e,4,3
2019.01,12333,Ms50e,Tokuda,Musashigawa,Kagoshima,2000-07-25,190,123,Sd34w,6,1
2019.01,6485,Ms50w,Yuki,Michinoku,Miyazaki,1989-09-07,179,121,Ms58w,4,3
2019.01,11822,Ms51e,Sasakiyama,Kise,Akita,1991-06-12,179.5,137,Ms42w,3,4
2019.01,12325,Ms51w,Takemasa,Onomatsu,Kochi,1993-10-22,170,112,Sd15e,5,2
2019.01,12372,Ms52e,Fukuyama,Fujishima,Kagoshima,1995-03-23,174,94,Ms44w,3,4
2019.01,12416,Ms52w,Kamito,Tatsunami,Nagasaki,1995-08-19,175,117,Sd3e,4,3
2019.01,11741,Ms53e,Tochinobori,Kasugano,Ishikawa,1993-09-01,181.5,123.7,Ms45w,3,4
2019.01,12014,Ms53w,Honda,Nishikido,Tokyo,1997-03-11,178,97.7,Ms46w,3,4
2019.01,11996,Ms54e,Hokutoshu,Hakkaku,Hiroshima,1994-01-14,182,113.6,Sd19w,5,2
2019.01,12347,Ms54w,Tsuyukusa,Otake,Kanagawa,1994-12-06,181,103,Sd20w,5,2
2019.01,2836,Ms55e,Katsunofuji,Sakaigawa,Aomori,1984-05-04,182.5,143,Sd6e,4,3
2019.01,11767,Ms55w,Oginosho,Dewanoumi,Osaka,1993-06-03,181,137.2,Sd6w,4,3
2019.01,12271,Ms56e,Yokoe,Musashigawa,Kanagawa,1996-09-11,180,112,Sd44e,6,1
2019.01,12357,Ms56w,Narutaki,Isenoumi,Kyoto,1998-11-13,175,120,Sd22e,5,2
2019.01,11925,Ms57e,Kirinofuji,Michinoku,Kagoshima,1994-07-28,186,119.3,Sd8e,4,3
2019.01,12019,Ms57w,Kotoryusei,Sadogatake,Saga,1996-06-29,168,88.3,Sd47e,6,1
2019.01,1046,Ms58e,Asatenmai,Takasago,Miyagi,1981-05-23,171,118.2,Sd47w,6,1
2019.01,12021,Ms58w,Ginseizan,Otake,Nagano,1993-04-06,175,90.7,Sd23e,5,2
2019.01,300,Ms59e,Dairaido,Takadagawa,Fukuoka,1980-04-17,176.5,153.3,Ms38e,2,5
2019.01,11861,Ms59w,Itadaki,Isenoumi,Tokyo,1994-09-05,188,113.7,Sd9e,4,3
2019.01,11829,Ms60e,Aomihama,Dewanoumi,Kanagawa,1994-10-27,177,136.6,Ms28e,1,6
2019.01,12453,Ms60w,Naya,Otake,Tokyo,2000-02-14,188,166,Sd11w,4,3
2019.01,6514,Sd1e,Byakko,Azumazeki,Hyogo,1989-07-11,187.5,134.4,Ms29e,1,6
2019.01,1266,Sd1w,Nionoumi,Yamahibiki,Shiga,1986-12-16,174,146.5,Ms39w,2,5
2019.01,6472,Sd2e,Terao,Shikoroyama,Hiroshima,1986-09-29,191,152.4,Ms48w,3,4
2019.01,11768,Sd2w,Mitotsukasa,Irumagawa,Ibaraki,1987-09-11,176,170.3,Ms40w,2,5
2019.01,12335,Sd3e,Kurahashi,Asakayama,Aichi,1997-05-14,170,117,Sd29e,5,2
2019.01,11939,Sd3w,Amanoshima,Hakkaku,Shimane,1992-10-30,180,121.2,Ms50w,3,4
2019.01,12064,Sd4e,Chiyonokatsu,Kokonoe,Okinawa,1994-04-13,178,117,Ms41w,2,5
2019.01,12088,Sd4w,Kirinoryu,Michinoku,Kagoshima,1997-06-13,181,132,Sd30e,5,2
2019.01,12220,Sd5e,Kaiyudai,Asakayama,Kanagawa,1999-07-06,187,155,Sd16e,4,3
2019.01,12314,Sd5w,Hiradoumi,Sakaigawa,Nagasaki,2000-04-20,176,95,Sd16w,4,3
2019.01,5964,Sd6e,Hitachigo,Fujishima,Ibaraki,1985-06-17,183,144.7,Ms52e,3,4
2019.01,12061,Sd6w,Matsuda,Minezaki,Nagano,1994-09-19,179,91.4,Sd17e,4,3
2019.01,6654,Sd7e,Masunoyama,Chiganoura,Chiba,1990-11-01,180,174,Sd18e,4,3
2019.01,6646,Sd7w,Higoarashi,Kise,Kumamoto,1989-08-20,182,168.4,Ms53e,3,4
2019.01,12282,Sd8e,Ichiki,Tamanoi,Saga,1993-11-13,172,105,Ms44e,2,5
2019.01,11942,Sd8w,Onojo,Takadagawa,Fukuoka,1996-01-31,182,125.1,Sd35e,5,2
2019.01,5999,Sd9e,Karatsuumi,Tamanoi,Saga,1988-08-03,182,180.2,Ms34w,1,6
2019.01,9098,Sd9w,Sadanosato,Sakaigawa,Nagasaki,1993-01-07,175,127,Sd19e,4,3
2019.01,11965,Sd10e,Tochimaru,Kasugano,Tokyo,1992-08-26,170,155,Sd36e,5,2
2019.01,6647,Sd10w,Oazuma,Tamanoi,Fukushima,1990-05-10,197,151.5,Ms55w,3,4
2019.01,12475,Sd11e,Kawamoto,Kasugano,Kyoto,1995-04-04,180,127,Sd66w,6,1
2019.01,986,Sd11w,Soranoumi,Minezaki,Korea,1983-09-07,173,146.6,Sd67e,6,1
2019.01,12155,Sd12e,Kitadaichi,Tatsunami,Hokkaido,1998-07-08,170,107,Sd22w,4,3
2019.01,11916,Sd12w,Ikeru,Onomatsu,Kagoshima,1992-11-26,174,101.2,Ms49w,2,5
2019.01,12300,Sd13e,Satoyama,Hakkaku,Fukushima,2000-07-24,179,116,Ms59w,3,4
2019.01,12002,Sd13w,Kotorikisen,Sadogatake,Iwate,1994-01-28,178,105.5,Ms60w,3,4
2019.01,11990,Sd14e,Fujita,Shikoroyama,Kanagawa,1996-05-11,191,132.2,Ms52w,2,5
2019.01,12139,Sd14w,Shuji,Kise,Nara,1995-10-24,174,128,Sd24e,4,3
2019.01,7127,Sd15e,Asabenkei,Takasago,Kanagawa,1989-02-12,190,174.8,Sd25w,4,3
2019.01,9075,Sd15w,Komakiryu,Kise,Aichi,1985-05-11,179,149.3,Sd1w,3,4
